"编号","类别","中文文案","中文来源","源码原文","出现位置","审核意见"
"NT0728","服务端与协议错误","密码无效。","中文审核译文；当前源码为英文","Invalid password","src/server/authMiddleware.ts:260",""
"NT0729","服务端与协议错误","命令在 {变量1} 毫秒后超时（{变量2} {变量3}）。","中文审核译文；当前源码为英文模板","Command timed out after {变量1}ms ({变量2} {变量3})","src/server/codexAppServerBridge.ts:3719；src/server/skillsRoutes.ts:137；src/server/skillsRoutes.ts:178",""
"NT0730","服务端与协议错误","命令执行失败（{变量1} {变量2}）{变量3}","中文审核译文；当前源码为英文模板","Command failed ({变量1} {变量2}){变量3}","src/server/codexAppServerBridge.ts:3728；src/server/codexAppServerBridge.ts:3786；src/server/codexAppServerBridge.ts:4028；src/server/reviewGit.ts:160；src/server/reviewGit.ts:168；src/server/reviewGit.ts:191；src/server/skillsRoutes.ts:157；src/server/skillsRoutes.ts:198",""
"NT0731","服务端与协议错误","命令执行失败（git diff --no-index -- /dev/null {变量1}）{变量2}","中文审核译文；当前源码为英文模板","Command failed (git diff --no-index -- /dev/null {变量1}){变量2}","src/server/reviewGit.ts:334",""
"NT0732","服务端与协议错误","模型不可用；请检查模型配置后重试","现有中文/翻译","模型不可用；请检查模型配置后重试","src/server/automationEngine.ts:34",""
"NT0733","服务端与协议错误","模型目录不可用，请填写模型名","现有中文/翻译","模型目录不可用，请填写模型名","src/server/customConnectionStore.ts:91；src/server/customConnectionStore.ts:95",""
"NT0734","服务端与协议错误","目标账号已移除。","现有中文/翻译","目标账号已移除。","src/server/accountAuthCoordinator.ts:745；src/server/accountAuthCoordinator.ts:764",""
"NT0735","服务端与协议错误","内部线程 ID 无效。","中文审核译文；当前源码为英文","Invalid thread id","src/server/telegramThreadBridge.ts:583",""
"NT0736","服务端与协议错误","凭据需要刷新，跳过本次激活。","现有中文/翻译","凭据需要刷新，跳过本次激活。","src/server/accountAuthCoordinator.ts:279",""
"NT0737","服务端与协议错误","启动账号登录失败。","中文审核译文；当前源码为英文","Failed to start account login.","src/server/accountRoutes.ts:155",""
"NT0738","服务端与协议错误","前一响应上下文不可用，请重连并发送完整上下文。","现有中文/翻译","前一响应上下文不可用，请重连并发送完整上下文。","src/server/apiProxy/gateway.ts:231",""
"NT0739","服务端与协议错误","切换免费模式失败。","中文审核译文；当前源码为英文","Failed to toggle free mode","src/server/codexAppServerBridge.ts:7540",""
"NT0740","服务端与协议错误","切换账号前，请先完成运行中的回合、队列消息和待处理请求。","中文审核译文；当前源码为英文","Finish active turns, queued messages, and pending requests before switching accounts.","src/server/accountAuthCoordinator.ts:995",""
"NT0741","服务端与协议错误","切换账号失败。","中文审核译文；当前源码为英文","Failed to switch account.","src/server/accountRoutes.ts:200",""
"NT0742","服务端与协议错误","请等待当前回合结束后再撤回历史。","现有中文/翻译","请等待当前回合结束后再撤回历史。","src/server/threadHistory.ts:223",""
"NT0743","服务端与协议错误","请检查请求参数。","现有中文/翻译","请检查请求参数。","src/server/apiProxy/component.ts:176",""
"NT0744","服务端与协议错误","请求必须是 JSON 对象。","现有中文/翻译","请求必须是 JSON 对象。","src/server/apiProxy/gateway.ts:226",""
"NT0745","服务端与协议错误","请求超时","现有中文/翻译","请求超时","src/server/automationEngine.ts:45",""
"NT0746","服务端与协议错误","请求超时；请打开执行会话核对结果","现有中文/翻译","请求超时；请打开执行会话核对结果","src/server/automationEngine.ts:37",""
"NT0747","服务端与协议错误","请求内容超过大小限制。","现有中文/翻译","请求内容超过大小限制。","src/server/apiProxy/gateway.ts:49",""
"NT0748","服务端与协议错误","请求体必须是 JSON 对象。","现有中文/翻译","请求体必须是 JSON 对象。","src/server/apiProxy/gateway.ts:56",""
"NT0749","服务端与协议错误","请求体无效：应包含 method 和可选的 params。","中文审核译文；当前源码为英文","Invalid body: expected { method, params? }","src/server/codexAppServerBridge.ts:7853",""
"NT0750","服务端与协议错误","请求体无效：应为对象。","中文审核译文；当前源码为英文","Invalid body: expected object","src/server/codexAppServerBridge.ts:8824；src/server/codexAppServerBridge.ts:9001；src/server/codexAppServerBridge.ts:9050；src/server/reviewGit.ts:926",""
"NT0751","服务端与协议错误","请求体无效。","中文审核译文；当前源码为英文","Invalid request body","src/server/authMiddleware.ts:254",""
"NT0752","服务端与协议错误","请求已完成；额度待同步","现有中文/翻译","请求已完成；额度待同步","src/server/accountActivationScheduler.ts:158",""
"NT0753","服务端与协议错误","请求已完成；额度同步失败，不重发","现有中文/翻译","请求已完成；额度同步失败，不重发","src/server/accountActivationRuntime.ts:53；src/server/accountActivationScheduler.ts:178",""
"NT0754","服务端与协议错误","请求已完成；额度已同步，5 小时窗口尚未确认","现有中文/翻译","请求已完成；额度已同步，5 小时窗口尚未确认","src/server/accountActivationRuntime.ts:57",""
"NT0755","服务端与协议错误","请求已完成；额度已同步，5 小时窗口已确认","现有中文/翻译","请求已完成；额度已同步，5 小时窗口已确认","src/server/accountActivationRuntime.ts:56",""
"NT0756","服务端与协议错误","请求已完成；账号忙碌，额度同步已跳过","现有中文/翻译","请求已完成；账号忙碌，额度同步已跳过","src/server/accountActivationRuntime.ts:50",""
"NT0757","服务端与协议错误","请求在 {变量1} 毫秒后超时。","中文审核译文；当前源码为英文模板","request timed out after {变量1}ms","src/server/codexAppServerBridge.ts:2335",""
"NT0758","服务端与协议错误","请求帧无效。","现有中文/翻译","请求帧无效。","src/server/apiProxy/gateway.ts:575",""
"NT0759","服务端与协议错误","请输入有效的 Base URL","现有中文/翻译","请输入有效的 Base URL","src/server/customConnectionStore.ts:73；src/server/customConnectionStore.ts:74",""
"NT0760","服务端与协议错误","请填写别名、API key 和有效模型","现有中文/翻译","请填写别名、API key 和有效模型","src/server/customConnectionStore.ts:75",""
"NT0761","服务端与协议错误","请先保存Telegram设置，并与机器人开始会话。","现有中文/翻译","请先保存Telegram设置，并与机器人开始会话。","src/server/codexAppServerBridge.ts:9715",""
"NT0762","服务端与协议错误","请先测试连接","现有中文/翻译","请先测试连接","src/server/customConnectionStore.ts:121",""
"NT0763","服务端与协议错误","请先处理 Codex 后台终端，再切换提供方或密钥。","现有中文/翻译","请先处理 Codex 后台终端，再切换供应方或密钥。","src/server/codexAppServerBridge.ts:7474",""
"NT0764","服务端与协议错误","请先处理 Codex 后台终端，再切换账号。","现有中文/翻译","请先处理 Codex 后台终端，再切换账号。","src/server/accountAuthCoordinator.ts:994",""
"NT0765","服务端与协议错误","请先处理正在发送或等待确认的消息","现有中文/翻译","请先处理正在发送或等待确认的消息","src/server/deliveryStore.ts:283",""
"NT0766","服务端与协议错误","请先登录并选择账号。","现有中文/翻译","请先登录并选择账号。","src/server/accountExecution.ts:15",""
"NT0767","服务端与协议错误","请先结束当前任务并处理队列，再切换提供方或密钥","现有中文/翻译","请先结束当前任务并处理队列，再切换供应方或密钥","src/server/codexAppServerBridge.ts:7475",""
"NT0768","服务端与协议错误","请先启用并保存通知配置。","现有中文/翻译","请先启用并保存通知配置。","src/server/accountNotificationService.ts:109",""
"NT0769","服务端与协议错误","请先启用代理。","现有中文/翻译","请先启用出口。","src/server/apiProxy/gateway.ts:624",""
"NT0770","服务端与协议错误","请先确认所选账号与重置机会。","现有中文/翻译","请先确认所选账号与重置机会。","src/server/accountRoutes.ts:107",""
"NT0771","服务端与协议错误","请选择可用账号。","现有中文/翻译","请选择可用账号。","src/server/accountAuthCoordinator.ts:541",""
"NT0772","服务端与协议错误","请选择链接或 Device 登录。","现有中文/翻译","请选择链接或 Device 登录。","src/server/accountRoutes.ts:147",""
"NT0773","服务端与协议错误","请选择已登录的 Codex 账号。","现有中文/翻译","请选择已登录的 Codex 账号。","src/server/accountAuthCoordinator.ts:276",""
"NT0774","服务端与协议错误","取消账号登录失败。","中文审核译文；当前源码为英文","Failed to cancel account login.","src/server/accountRoutes.ts:183",""
